idx,transcript,audio length,filename
3107,after being foot ball i have musing written my boilers,5.2906875,1249120_42554554_73126704.wav
3108,i then began when i carry heavy thing,3.925375,1249120_43604449_100722191.wav
3109,my body feel like it sir a refrigerator,3.669375,1249120_42554554_15325281.wav
3110,i have a great pain in my dogs from her injury,4.6933750000000005,1249120_43883861_28912893.wav
3111,i have dad there the enstrangement,4.949375,1249120_41150153_45017248.wav
3112,i'm not to walk and the outside but the bottoms of my feet get though so quickly,7.936,1249120_38042052_71130912.wav
3113,i can hear of my emotion lariating in leonine,5.632000000000001,1249120_41150153_95951718.wav
3114,i have a cat on my foot that became infected from using the shower at the time,5.6656875,1249120_30766630_70619692.wav
3115,i feel showed the pain at intervals of time,3.029375,1249120_43825820_35431926.wav
3116,i have a migraine and i took banalities it help,4.6933750000000005,1249120_43855932_57404391.wav
3117,i'm not feeling good i get infection when,3.669375,1249120_43825820_17520297.wav
3118,my niece feels wet takigawa the other the abbe top of the stairs what you need there was a rail to hold on to,13.909375,1249120_41956733_52716172.wav
3119,my whole hand being in costume he,4.949375,1249120_35444693_44256596.wav
3120,i feel pain in my seed,2.8160000000000003,1249120_43951421_88537943.wav
3121,m r senamaki,2.7306875,1249120_44088493_39307149.wav
3122,i have a meal for my feet,4.0106875,1249120_43918153_102711957.wav
3123,my need doesn't want to bend well,3.7546875,1249120_43402738_87151767.wav
3124,as he roland of,2.7864375,1249120_29713479_38088255.wav
3125,i am ware to how calendaring i am arragonian ill in the sun,7.5946875,1249120_35170334_42277006.wav
3126,my joints ache whenever it is cold,3.808125,1249120_43612961_72267491.wav
3127,a body fell weak and i tried to make every lax but it still pains me,5.0346875,1249120_35832653_82613088.wav
3128,i feel hard paying one i walk along,3.4365625,1249120_30766630_90288558.wav
3129,my neck feel stiff,2.389375,1249120_43620482_26830724.wav
3130,when i get up i feel dizzy and fall down,3.4986875,1249120_43620482_27887240.wav
3131,my son may it is this with an order as those that what had become in and a lot ladies,8.6186875,1249120_44027675_27634315.wav
3132,i feel it a pinin my so large organ and an entire not away,5.9443125000000006,1249120_30937687_65117070.wav
3133,even if the temperature of his heart in behars man body gives always cold,10.837375,1249120_41956733_98030910.wav
3134,my sword looks like modeling with,4.551125,1249120_43612961_34254617.wav
3135,my tale has cough all right she can sleep,4.644,1249120_35448024_108551418.wav
3136,my next fell stiff,4.949375,1249120_15004831_91661588.wav
3137,i get clusters of temples on my face that never go away,4.179625,1249120_34824899_40742839.wav
3138,after langford ball i have muscled man with my both legs,5.5728125,1249120_29672643_60157000.wav
3139,hearing any loud sounds makes my ear ex,5.7173750000000005,1249120_39740177_57854493.wav
3140,i can't do my make relief without telling a staring in,4.949375,1249120_44142156_37059968.wav
3141,the pain in my ear is on the arable,4.6080000000000005,1249120_43918153_69032606.wav
3142,i can't move my legs there is pain in the joint,3.2426875,1249120_18985376_68491498.wav
3143,the men in my bag jamiaca nights and it,4.644,1249120_43612961_102846835.wav
3144,i gone hispanioli feeling in my soul,4.437375,1249120_43453425_15894712.wav
3145,i know i know i,6.03725,1249120_29672643_56929154.wav
3146,my foot hole and i don't tuition,5.888,1249120_40184183_65551436.wav
3147,i feel very hard to breathe,4.08675,1249120_22345789_24518424.wav
3148,i am ready for my riding because i can be in tipperary am and to be my eyes sleepy and me,8.6186875,1249120_43604449_109595660.wav
3149,sometimes i cough because i miss mother,3.5839999999999996,1249120_36929821_54691727.wav
3150,i walk every day but now i get short of breath after going only a short way,5.461375,1249120_35832653_46816907.wav
3151,my skin is very dry and beaten,3.7546875,1249120_36505751_23947169.wav
3152,my husband has a spot on his lip that he do was called source but now it has broken open and legs through it all day,8.96,1249120_43883861_95194246.wav
3153,sometimes may boardy frewek wittles an,3.7546875,1249120_43316708_73916251.wav
3154,i haven't earring that won't go away i don't have a cold or headache or any other symptoms just in eric,8.1066875,1249120_38202325_72751015.wav
3155,my sea beside but indicate pintail tired of my little work,5.888,1249120_43350908_15244716.wav
3156,i have an invited in,1.984,1249120_27392644_32957316.wav
3157,i can't sleep because of course,3.5839999999999996,1249120_22423108_106616928.wav
3158,after walking i have some pain under my foot,5.461375,1249120_33905644_76241595.wav
3159,i feel like i can hardly read on little get what in my lunch of,9.380875,1249120_29713479_88432403.wav
3160,my head an since i woke up this morning,3.901,1249120_44140394_102992524.wav
3161,my but heart a love waiting,4.551125,1249120_43794413_36409293.wav
3162,i have consented some of pain and bloating,4.181375,1249120_43856216_60751811.wav
3163,you won't believe me but the infected wound on my hand as from a paper cup i didn't take seriously,6.485375,1249120_43825820_28134776.wav
3164,my acne gets worse when it is hot,4.437375,1249120_22423108_65182510.wav
3165,i haven't got in my folk like the coming in with laximi bein,6.912000000000001,1249120_36505751_38537023.wav
3166,i feel a great amount of pressure on the side of my neck,4.551125,1249120_29713479_105527796.wav
3167,many hurt so bad a walk that i stay sitting more than i should,4.6933750000000005,1249120_35832653_76157240.wav
3168,my genevensis,2.9866875,1249120_43453425_82058133.wav
3169,my pen is broken out in painful red port and lamp that no matter how much i clean my pet don't seem to be going even,12.4459375,1249120_39142299_45810853.wav
3170,after a great cup i feel is something strange in me,5.205375,1249120_43856216_70090066.wav
3171,a tattooing i had something under my board,4.4582500000000005,1249120_39142299_58409956.wav
3172,i i have i had a lot of it,5.2906875,1249120_41087148_30794037.wav
3173,we need him to granitelands airs,3.4133750000000003,1249120_44111844_64066918.wav
3174,my skin is itching,2.133375,1249120_35408915_72483575.wav
3175,i was kicked inverted plate taking last night,8.789375,1249120_42783052_13878932.wav
3176,i have a feeling like my whole body of complaining,4.2666875,1249120_36929821_82344449.wav
3177,i feel a great pain in my shoulder would i try to lift something heavy,4.864,1249120_15830408_84643418.wav
3178,i feel pain and my race shorter after a tanaach,4.0106875,1249120_13842059_92379589.wav
3179,i have gone pandosto a span and looking,4.0106875,1249120_44093933_34777784.wav
3180,and not a lot more had come of and wishing mother,5.205375,1249120_42210938_101681468.wav
3181,my shoulder had the great pain,2.7306875,1249120_19425875_54084993.wav
3182,i never know it my nor bad we can make it difficult to move,6.5706875,1249120_20518958_87802551.wav
3183,when i raised my hand i feel pain in my shoulder,3.993875,1249120_40419625_104470370.wav
3184,he is all loathing as,3.4133750000000003,1249120_44111844_105575644.wav
3185,a good man and at the fulfilment i keep you in it and to be to clement getting better,8.192,1249120_36505751_46270579.wav
3186,i can't stand up or sit down i have a pain in my back that i know ways me,4.6933750000000005,1249120_18172663_86712699.wav
3187,i suffered a deep wound in my hand and i cannot stop the bleeding,4.4582500000000005,1249120_44140394_46422074.wav
3188,i do pain in my head with a vertigo,3.4986875,1249120_18172663_109717598.wav
3189,i see like they something fallen and inflamed at the back of mine,4.6506875,1249120_27392644_57021502.wav
3190,i haven't got it in my hand,3.4986875,1249120_43918153_109595997.wav
3191,anytime i ran i get rid on my pale and side,5.9443125000000006,1249120_43788827_82128162.wav
3192,i feel like the room is spending,3.669375,1249120_22423108_10458706.wav
3193,i torpor because i could indeed from his port,4.949375,1249120_43604449_63659866.wav
3194,my muscle and my shoulder burns when i moved my harm,4.096,1249120_35408915_86661227.wav
3195,when i'm awake in the morning i feel strange and have what i goes,5.8026875,1249120_43856216_41142599.wav
3196,i have a split on my son that will not heal,4.864,1249120_35154350_22057712.wav
3197,i think he even ,2.13625,1249120_35448024_80496524.wav
3198,my long feel heavy like their filled with mucus,4.352,1249120_6338946_50603602.wav
3199,my head hard to me merely,3.71525,1249120_30937687_51661002.wav
3200,my needs me i gave other pay at the dog of the stars but to the most arasmon,8.277375000000001,1249120_44111844_14487278.wav
3201,my you heard me badly,2.6006875000000003,1249120_30766630_44870553.wav
3202,i feel there,2.322,1249120_30937687_63913121.wav
3203,when it leaves foot boy i have joined being,3.3436875,1249120_43612961_94242062.wav
3204,let aniantissement turinese and now he may,7.5946875,1249120_21665495_80351024.wav
3205,i've got to hunt the,1.536,1249120_44023395_29321313.wav
3206,i complain a lot with my neck pain and i really need to be better,4.6080000000000005,1249120_15004831_107186195.wav
3207,a walk in long treslong diastema fletwodes,4.5226875,1249120_42210938_44990880.wav
3208,retowering and difficulty in walking,3.901,1249120_28006404_96211306.wav
3209,i am feeling so dizzy body is so fragile,4.9226875,1249120_44093303_92149226.wav
3210,i trust myself and i am leading,2.7306875,1249120_41150153_65748122.wav
3211,i can say like a dog an,4.179625,1249120_30937687_66859508.wav
3212,i have injured myself during the sacer match,5.7585625,1249120_22345789_27324558.wav
3213,my own in my,1.536,1249120_44027675_95447214.wav
3214,i did lead benny solder flint and he did this not go as a,6.0586875,1249120_41087148_29002117.wav
3215,i i sold looked light leaped not in an,4.181375,1249120_39154234_106504561.wav
3216,i love to garden but i get a terrible twinge in my lord back when i lean over,4.6080000000000005,1249120_14353703_49287804.wav
3217,my head a consent i walk up the stoning,3.7546875,1249120_42554554_19517953.wav
3218,i have shooting pain a man may care that or a work out,4.6933750000000005,1249120_43755034_42115956.wav
3219,i have like a motif,1.28,1249120_31349958_81558426.wav
3220,but in a losing,2.4746875,1249120_44027675_88923902.wav
3221,i have retained in my joint,3.925375,1249120_35154350_13313579.wav
3222,i only those,1.28,1249120_44027675_89138183.wav
3223,i feel dizzy after severe dia ree,4.4582500000000005,1249120_17632529_91281502.wav
3224,being like that of men and not being in my joints,4.864,1249120_44101988_60969262.wav
3225,did yon and lifting easewood,5.2906875,1249120_35444693_46714436.wav
3226,in a trot be warm aweary find the orestilla,5.8026875,1249120_43951421_100033144.wav
3227,i been later des guardful animal i fell over her and like a distance away,8.96,1249120_42557795_99228781.wav
3228,a debtor in her,2.229125,1249120_43612961_72806082.wav
3229,as broke in and lo my life badly wounded oh why,6.7413750000000014,1249120_39438102_26087116.wav
3230,why has a neck pain when i sit in front of my lap up,5.461375,1249120_38042052_49402336.wav
3231,i feel a sharp pain in my uncle joint when i stand,4.0106875,1249120_36929821_25614320.wav
3232,and he put a,2.229125,1249120_20518958_83061698.wav
3233,the area round my heart doesn't feel good,2.9721875,1249120_2171654_89836131.wav
3234,i have been reading it in santa,2.6006875000000003,1249120_20518958_38416114.wav
3235,i have it had been in my stomach,3.2426875,1249120_43316708_22877351.wav
3236,i have a cat that is red and sullen,4.096,1249120_43402738_38744347.wav
3237,i always feel like i have meant all things even if i don't have my beer,6.1301250000000005,1249120_35448024_73878691.wav
3238,i have a pain in my head,2.043375,1249120_28006404_55862949.wav
3239,my fire has broken out in painful red spot and lumps that no matter how much i clean my face don't seem to be going away,10.6666875,1249120_43402738_29997408.wav
3240,my net the obliged as i go up or down stairs,6.229375,1249120_44142156_16938173.wav
3241,we have part in the back and the pain glassdale,8.021375,1249120_41956733_103637263.wav
3242,when i got to stand my head stops were in,3.925375,1249120_36929821_52618814.wav
3243,i do not know why i feel cold,4.365375,1249120_22345789_68619826.wav
3244,i feel heart pen when i walk a lot,3.5839999999999996,1249120_39740177_109217557.wav
3245,my hair always fall out and i have lost a lot of her lately,6.03725,1249120_35448024_72173203.wav
3246,i d do lowin my ears,4.0106875,1249120_44093933_105215269.wav
3247,i feel called,2.048,1249120_43883861_47890567.wav
3248,i have a cold and it makes me cost a lot,4.08675,1249120_17632529_42877586.wav
3249,i set her on a smoke,2.4746875,1249120_35408915_26955486.wav
3250,my infected wound caused a fever,3.925375,1249120_22423108_78566380.wav
3251,hot as so much,2.2186875,1249120_43855932_46450964.wav
3252,gondoforus,1.536,1249120_27392644_48243205.wav
3253,o o the toon i fell it busy when i eat to that,6.229375,1249120_43172391_109808955.wav
3254,i feel sure the pain at until ours of time,3.2426875,1249120_41221824_89559598.wav
3255,every time i looked to left as it was sharp pain in my neck,4.949375,1249120_39740177_43384794.wav
3256,my abdominal muscles had great pains since i was a jam,3.925375,1249120_18172663_11717053.wav
3257,its scantiness tone a naebody,4.0106875,1249120_33251186_62591889.wav
3258,of fistie in,2.56,1249120_43951421_43718975.wav
3259,i have sold a pain when i tried to carry my boris,3.622375,1249120_28006404_83683544.wav
3260,to this still of,2.5078125,1249120_20518958_70673281.wav
3261,my body is weak and i tried to make it relax but it still pains me,3.993875,1249120_1853182_70597499.wav
3262,some day may marise without reason,4.9226875,1249120_30937687_43377541.wav
3263,my desbriere sent an invite one alice,3.4133750000000003,1249120_31349958_55816195.wav
3264,i have a pain in my stomach,3.669375,1249120_14054543_78596230.wav
3265,i had larry vision during my swimming training in the pool i,5.205375,1249120_35350617_65750534.wav
3266,i have for a vision after i used a wrong medicine,3.71525,1249120_2171654_102887397.wav
3267,i see few frank to some of manifold,3.4986875,1249120_44101988_41866995.wav
3268,i feel a strange and for some things said my wife gate,3.925375,1249120_41150153_63451844.wav
3269,i have a violin i my ma,3.157375,1249120_43453425_24418430.wav
3270,my chest break out with red pimples and white heads,3.901,1249120_44093303_99283671.wav
3271,a plain fool and injured with two panes,3.3280000000000003,1249120_43951421_21882756.wav
3272,there upon sensation ,2.2186875,1249120_44027675_13938340.wav
3273,i had become so said i ever saner,4.365375,1249120_40725179_109487500.wav
3274,and as in obedient i will take on in case like,6.4,1249120_36505751_96125011.wav
3275,i carry the heavy bag after the and when i get up to day i said the great elder be,5.7173750000000005,1249120_21665495_54450611.wav
3276,my feet hurt me a lot of plain football,3.71525,1249120_18386513_73296026.wav
3277,i have shown her pain when i tried to carry my girl she,5.3870625,1249120_22345789_97019384.wav
3278,i have a split on my sound that will not heal,4.7786875,1249120_35350617_64175694.wav
3279,i have a cat that is red and swollen,4.181375,1249120_43698316_36155159.wav
3280,on some,4.551125,1249120_43577102_97393328.wav
3281,my ankinson throbs when i put bretherton my foot,4.2666875,1249120_43316708_15813227.wav
3282,i fell a stiffness in my elbows and shoulders,3.2426875,1249120_18985376_42567209.wav
3283,i have no is my hair falling off a lot at,3.157375,1249120_42210938_71644825.wav
3284,i feel weak,1.579,1249120_1853182_95429596.wav
3285,not now an i'm a ridin the morning i will strain and her portico,6.5945,1249120_33905644_107515866.wav
3286,i hope her movements,4.2725,1249120_40725179_57476499.wav
3287,my chest break out with bread temples and white heads,3.622375,1249120_1853182_23449156.wav
3288,when i get out of bed in the morning my body feels the very be,5.2906875,1249120_36505751_43960285.wav
3289,a lost work and patsie but the puzzle of the feet get sore so quickly,5.8026875,1249120_40401830_23428632.wav
3290,i have been in my woman,2.322,1249120_20518958_96536006.wav
3291,a revelator bright hair,2.3040000000000003,1249120_40663048_22412611.wav
3292,i am as i was after ending and a screen,6.3146875,1249120_43665783_41333937.wav
3293,i have throbbing in my shoulder,2.9013750000000003,1249120_35350617_109716520.wav
3294,my face has broken out in painful red spot and lumped that no matter how much i clean my face doesn't seem to be going away,12.373375,1249120_33905644_50214080.wav
3295,i got injured exercising,2.322,1249120_2171654_46240770.wav
3296,sometimes the cough because i'm a smoker,4.2666875,1249120_35154350_31054104.wav
3297,i can't my at,4.437375,1249120_43719934_29460358.wav
3298,then the drinking or age,1.9626875,1249120_43898158_75837960.wav
3299,my knee who it when i please cause,3.157375,1249120_42554554_99823922.wav
3300,in ecstasy my ears,3.7546875,1249120_33905644_99371701.wav
3301,i have a cut on my foot that became infected from using the showers at the gym,6.4,1249120_6338946_34608804.wav
3302,my ear her to be badly,2.322,1249120_44140394_87173821.wav
3303,sometimes when it's cold as side my face has specially rather tempest battered to put,6.8266875,1249120_15830408_33860008.wav
3304,i have a cold an it makes me cough a lot,4.0106875,1249120_22423108_100643809.wav
3305,mica delorges cervus,3.4986875,1249120_44091626_34188843.wav
3306,anytime i ded ee rat i start causing,4.736875,1249120_43788827_53247832.wav
3307,i had a collision while playing soccer my knees buckled now its unstable,5.7173750000000005,1249120_38202325_56462566.wav
3308,i have a dull ache in my head,3.4986875,1249120_35350617_77408545.wav
3309,surgical wound in sections,2.4746875,1249120_39740177_73429151.wav
3310,this long scar on my left butter is from fallin off my mountain by,5.205375,1249120_36929821_35159900.wav
3311,when i extend my legs there is pain in nearing,5.7173750000000005,1249120_38042052_62855155.wav
3312,chronic disease of her follicles and sabarites gland,5.0346875,1249120_15004831_69878350.wav
3313,my head gets dizzy when i tried to get up,2.9721875,1249120_18386513_48285162.wav
3314,when i stand up too quickly i stopped to feel dizzy and liked had it,6.7413750000000014,1249120_38042052_106709082.wav
3315,my back her color when eben,3.2426875,1249120_43855932_102980283.wav
3316,i feel pain in my back,2.8160000000000003,1249120_43620482_26133157.wav
3317,i have a bell a in mister municate was of the right to,4.6080000000000005,1249120_39154234_25660513.wav
3318,my skin is the bare rianail,3.4986875,1249120_39154234_12968336.wav
3319,i have temples on my back,2.048,1249120_41841195_77173377.wav
3320,see i went into the forest as if pain on my ear,4.2666875,1249120_44084500_93785478.wav
3321,i have had this cohort weeks,3.157375,1249120_35832653_55189130.wav
3322,i now hearing me i am wrong when you,4.736875,1249120_29672643_84613593.wav
3323,i can't stand up i feel my brain is moving inside my skull,5.2013125,1249120_30766630_10328513.wav
3324,i still had in my map,2.8160000000000003,1249120_39438102_79999912.wav
3325,masses and agenor men die,2.9866875,1249120_44091626_46444953.wav
3326,anything looks like being in as marked,3.84,1249120_43855932_38873296.wav
3327,my story papal and upset and clothing of the pineal,5.8514375,1249120_39142299_30741655.wav
3328,i have a very rash sensation close to my arms,4.6933750000000005,1249120_43402738_46275407.wav
3329,fitness and ability to work right or lock except by moving my whole body,5.5466875,1249120_19425875_18203949.wav
3330,i have cream myself your sickened,1.877375,1249120_31349958_45296716.wav
3331,i had a collision while pan soccer my knee buckland as unstable,5.973375,1249120_13842059_65679587.wav
3332,my shoulder muscle hearts when i tried to reach up,4.096,1249120_22423108_55699860.wav
3333,i have imps in patches along with a lot of redness on my face,8.789375,1249120_43883861_29427209.wav
3334,a condoning i've sped the fatal,4.352,1249120_42554554_46176952.wav
3335,i am re,2.229125,1249120_40725179_35995787.wav
3336,oh i ,4.551125,1249120_43577102_86704705.wav
3337,i see him sheltering an i found a keen,6.0586875,1249120_39675900_82352673.wav
3338,i have a blurred vision and i can in the darkness what the reason doctor,4.949375,1249120_40401830_70331538.wav
3339,my hair isn't well,3.3436875,1249120_22345789_80312402.wav
3340,i cannot britishers bell or you follow my lad stole,4.6933750000000005,1249120_43719934_49828446.wav
3341,i can start cooling,4.096,1249120_36214391_87361207.wav
3342,my niece seemed to blind as i go up or down stairs,5.632000000000001,1249120_43856216_63200891.wav
3343,after this copper there at the body and general,3.7546875,1249120_35832653_96696121.wav
3344,i got lengthening i heard a part sentient soles to my new,6.1301250000000005,1249120_39142299_11466233.wav
3345,mister hare is falling now just by calling it,4.5226875,1249120_43856216_58981378.wav
3346,i cannot work good i had a man in many,4.08675,1249120_43788827_45983723.wav
3347,i am done for i have been and noise,4.6080000000000005,1249120_42557795_49584450.wav
3348,i have them to discomfort in my data,3.4986875,1249120_34128682_34236862.wav
3349,i feel pain in my right shoulder after the tennis match,4.181375,1249120_43620482_56046512.wav
3350,i can't plan began in,3.4986875,1249120_43719934_26783749.wav
3351,my niece feels like it is grating fell on all down where i walk,5.5728125,1249120_41203338_68166424.wav
3352,my hair is falling out in bunches,4.096,1249120_43856216_83388292.wav
3353,i have a great stomach ache and i can't eat anything,5.3870625,1249120_22345789_53043670.wav
3354,i have gone to a high time to read and i have in he had to take,6.144,1249120_44093933_55898078.wav
3355,i feel a pain when i walk along,2.9013750000000003,1249120_41221824_24602317.wav
3356,i wake up with the picnic every one myself felt but then a couple of these is deceit,7.68,1249120_21665495_47991420.wav
3357,my knees seemed to grind as i grew up on downstairs,4.6080000000000005,1249120_39154234_11195059.wav
3358,i can't walk because i have a great footing,4.4582500000000005,1249120_30766630_56064697.wav
3359,he liked something is being jabbed into my joints,4.551125,1249120_17632529_75928927.wav
3360,i often get a sharp pain in my chest and i can't tell what i'm doing that might be triggering it,5.461375,1249120_18172663_93597422.wav
3361,and he the man abiding post on point to heart too that i,6.144,1249120_43453425_50442547.wav
3362,my has been left me for the other woman my hot here so badly to the plain i can't eat orly,10.4106875,1249120_44093933_103235229.wav
3363,i have cut my finger a case of playing football and i to apply paine green but it does not help,6.7413750000000014,1249120_36929821_58817919.wav
3364,i can't on my neck with a left without seeing a staring pin,5.461375,1249120_39154234_29630599.wav
3365,i have a pain in my joints,3.4986875,1249120_43620482_76871788.wav
3366,i am having problem things things so like a cloud of my eyes everything of glory,6.3146875,1249120_15004831_71037307.wav
3367,my enlisting i,1.877375,1249120_43898158_45764556.wav
3368,i feel like that to something far on and inflamed at the back of my knee,5.5728125,1249120_43577102_95047487.wav
3369,my back hurts me and i can't bend it or walk,4.352,1249120_6338946_35065921.wav
3370,a few the pain in the left side of my est when i heard,4.181375,1249120_40401830_99864235.wav
3371,i can stand with me tis horrifying in my stomach,5.0346875,1249120_36214391_53617924.wav
3372,when i move on to a shoulder pain in sammy arm,4.7786875,1249120_43755034_63065457.wav
3373,he is legion of this even my time,3.925375,1249120_43453425_93082448.wav
3374,i have a pain that readeth or from a itemy repate it is at the worst when i went,6.144,1249120_43995026_31381792.wav
3375,a few really said all the things,1.9626875,1249120_43995026_42005243.wav
3376,doctor i feel a strange and far fulmen inside merritt,7.6161875,1249120_33905644_94419450.wav
3377,my hair is falling out after i take a shower,5.0346875,1249120_38042052_18090741.wav
3378,i feel pain in my hat then i wake up,3.7546875,1249120_29289135_48587556.wav
3379,something dog is there are my arm,2.56,1249120_40184183_20238720.wav
3380,i carried a heavy bag is to day in a gout to day i felt a great soul of pain,6.3146875,1249120_43951421_70003118.wav
3381,my medic and paris,2.3040000000000003,1249120_44142156_29161480.wav
3382,an in the live nay,2.389375,1249120_43604449_31508905.wav
3383,my body ache on the inside between my hip tenures,4.352,1249120_43316708_58791100.wav
3384,i feel pain in my neck after waking up,4.352,1249120_6338946_17006848.wav
3385,i feel depressed when i see my hair falling out,4.096,1249120_15004831_103311186.wav
3386,i have shooting pain in many cap after working out,3.4133750000000003,1249120_40401830_66207274.wav
3387,i hid my head at the basket ball game tho i have a confession,5.12,1249120_39154234_66119170.wav
3388,i feel pain in my leg muscles after i ran yesterday i took some pain killers but it doesn't help,8.448,1249120_6338946_69351278.wav
3389,i hear a cot zip has became a rat and as is most,8.704,1249120_42783052_103618473.wav
3390,my name is arching so badly,2.9013750000000003,1249120_41221824_15654868.wav
3391,when i stand at a theater,2.8160000000000003,1249120_41336418_67421543.wav
3392,i was kicked in the head playing soccer last night,3.622375,1249120_18386513_32736522.wav
3393,and you go on to that finding but pain for the heart for the dutch,4.7146875,1249120_27392644_27648433.wav
3394,after like huge emotional pain after a broke out my girlfriend,5.12,1249120_35832653_106047917.wav
3395,annoyance started suddenly often after an injury or exercise,6.687375,1249120_41203338_75100570.wav
3396,after play tennis i had a barrerful sensation closed to me back,8.533375,1249120_41956733_97772949.wav
3397,gone gape for a,2.2186875,1249120_43350908_29742137.wav
3398,i feel pain in my neck while i'm working,3.5839999999999996,1249120_29289135_30309145.wav
3399,every morning when i wake up when next night i sat on in grown,6.4,1249120_43856216_76137031.wav
3400,i see it i analised up,3.157375,1249120_42557795_101789670.wav
3401,when i get up i feel dizzy and fall down,4.864,1249120_35154350_86460796.wav
3402,my hair for a,2.5078125,1249120_40725179_101579722.wav
3403,i feel like i can hardly button despite what in my long,4.5226875,1249120_43898158_53220106.wav
3404,in the not,1.365375,1249120_44027675_47144839.wav
3405,mine does not want to when we,4.7786875,1249120_42557795_65414534.wav
3406,i related manator that the confined the right treatment to get my hair back,4.757375,1249120_27392644_108841687.wav
3407,i feel like a,2.2186875,1249120_21665495_23725677.wav
3408,and my few or had been aging since the last into,3.3280000000000003,1249120_43898158_77732174.wav
3409,i have acted in my face and other problems in my dame like i think,5.632000000000001,1249120_15830408_100458275.wav
3410,after a laconical somethin springtime,4.0106875,1249120_41150153_53112965.wav
3411,i feel pain in my foot,3.3280000000000003,1249120_13842059_55474114.wav
3412,when i look my arms help i have a soreness in my shoulders,4.2666875,1249120_19425875_50154428.wav
3413,some even on said bill pass into her heart the touch,6.687375,1249120_20518958_61524694.wav
3414,i am a the long portage with riflemen my port light pottage,6.6560000000000015,1249120_43604449_31872987.wav
3415,i've got my hand in ologies ever and even though i keep you in in an iberian it is not getting by that,8.277375000000001,1249120_35197064_21327419.wav
3416,malet side must,2.3040000000000003,1249120_39740177_15689269.wav
3417,i feel like the prince marseter too bad said sideling to pomona so he that she had one in a,14.421375,1249120_44142156_27934788.wav
3418,i feel a paintin the ,2.13625,1249120_35448024_21622145.wav
3419,i get it i joined ben when i made to bend my leg or my arm,7.7653750000000015,1249120_43172391_64252867.wav
3420,i am having running nose,3.4133750000000003,1249120_19425875_41992483.wav
3421,i never passed full ten inside my neck,3.669375,1249120_39154234_68255930.wav
3422,i couldn't stop shaking or unclenched my job that's how cold i was,6.144,1249120_6338946_35843727.wav
3423,i feel the pain in my day when walking,4.8298125,1249120_30937687_77488287.wav
3424,i feel a dominating,2.645375,1249120_43857865_15552298.wav
3425,i can't see well,3.072,1249120_43719934_92589926.wav
3426,i was playing football and injured which joint pain,3.808125,1249120_18386513_85583004.wav
3427,i want to walk and be outside but the bottoms of my feet get sore so quickly,4.6080000000000005,1249120_18172663_91605803.wav
3428,i really be ingling manifest at me or a bad sensation,8.1066875,1249120_43172391_26443281.wav
3429,there is a tingling sensation in my neck,6.485375,1249120_41956733_75287631.wav
3430,i feel things,2.6935625,1249120_40725179_44842349.wav
3431,then the son banally,3.157375,1249120_41336418_11043473.wav
3432,i feel icing on my insides,4.0106875,1249120_43855932_39245102.wav
3433,i feel hurt at pain in my heart,3.669375,1249120_29289135_87015171.wav
3434,there is a tingling sensation in my neck,3.3280000000000003,1249120_43402738_28842796.wav
3435,i heard from an it's my arm up,2.048,1249120_43995026_23152803.wav
3436,i feel pain in my head with a vertigo,4.7786875,1249120_38042052_12344973.wav
3437,when i carry heavy things as ye like breaking my back,3.808125,1249120_28006404_19542824.wav
3438,i gave a glint and man i died to be my love alas my arm,5.461375,1249120_43453425_43595156.wav
3439,i bear being in my mad,3.669375,1249120_35444693_81117362.wav
3440,i feel my heart hurts when i ran for a long distance,4.6080000000000005,1249120_15830408_20446817.wav
3441,i feel i don't read in my knee or a italian toulon in,5.376,1249120_44091626_105576267.wav
3442,the johnsonian have been filling the morning,2.9013750000000003,1249120_43898158_57079911.wav
3443,i've been a pain in my back,2.9866875,1249120_42554554_93153602.wav
3444,when they lay for borehaven joined to be,3.2508125,1249120_43577102_69968999.wav
3445,i see i see and in flame,3.7546875,1249120_43453425_16535015.wav
3446,there was to her the case being a hang over in my twenties i himsell thought i was going to die from brain inflammation,8.789375,1249120_43855932_98678990.wav
3447,but he the thing linen seen in my neck,3.4133750000000003,1249120_39154234_64064592.wav
3448,i made locomotiveness is to long to man didn't on my stomach in,5.9443125000000006,1249120_20518958_69482459.wav
3449,when i bend over a danish shooting pain down my back,4.181375,1249120_19425875_30353984.wav
3450,i have a blurry vision and i can't see in the darkness what is the reason doctor,5.7173750000000005,1249120_14353703_23293673.wav
3451,the tatianists ned with a arriserant there sport had become inflamed and looks light it is finite,11.42425,1249120_43788827_105921198.wav
3452,i'm feeling notice,2.4149375,1249120_44140394_75352672.wav
3453,it feels like i can't take a deep breath,4.365375,1249120_34824899_19026615.wav
3454,i have composed in patches along with a lot of redness on my face,6.4,1249120_35154350_46679333.wav
3455,after a king i am some faineant,4.2666875,1249120_44093933_28552606.wav
3456,a trading i have fornication side of me,2.645375,1249120_43995026_24255048.wav
3457,i feel a headache,2.56,1249120_29289135_36933715.wav
3458,the area around my horse tilfield good,3.925375,1249120_15830408_92962528.wav
3459,matters get might come every minute,2.453375,1249120_27392644_44306106.wav
3460,my hand open wound got infected,3.157375,1249120_44088493_56870761.wav
3461,i used to be on a fresh into one so as to instal but now a strange to brain and i want a i i down,10.6666875,1249120_33251186_35999174.wav
3462,there is a coming on my face,4.6080000000000005,1249120_38042052_73747191.wav
3463,when i eat i feel my stomach hurt,4.096,1249120_36929821_16892530.wav
